683,Boot Terbeek,Merchant,935,546
684,Bradney Seeler,Northport,925,732
685,Aime Surgey,Walton,259,134
686,Morris Sheirlaw,Pine View,914,50
687,Inga Lanston,Toban,428,453
688,Coretta Morsom,Artisan,405,301
689,Lenci Pepperrall,Heffernan,389,148
690,Elden Guillond,Crest Line,325,420
691,Hermia Sellan,Jenna,410,509
692,Carena Baumert,Carioca,452,420
693,Erma Shower,Rowland,935,315
694,Lind Erickson,Artisan,585,683
695,Kirk Davenhall,Ridge Oak,166,331
696,Teriann Jesty,Esch,16,798
697,Auguste Ayers,Fallview,547,955
698,Merla Mattheissen,Sherman,170,484
699,Maggi MacAllan,Columbus,642,652
700,Carlynne Springate,Main,977,21
701,Aldo Koeppe,Birchwood,259,751
702,Turner Clewlow,Caliangt,795,28
703,Lewiss Hassard,Clyde Gallagher,202,767
704,Eliot Bandiera,Westport,577,328
705,Binny Syrett,Cottonwood,159,308
706,Wernher Lefever,Meadow Ridge,784,286
707,Keefe Stredder,Badeau,493,917
708,Gram Kacheler,Oak Valley,101,448
709,Derby Pope,Eastlawn,903,120
710,Davin Arthur,Memorial,799,911
711,Elvyn Brave,Waywood,561,157
712,Gerri Escritt,Elgar,738,828
713,Roderigo Dorkens,Hansons,275,266
714,Carlin Bending,Eggendart,545,98
715,Lise Delia,4th,842,479
716,Geno McAlindon,Hagan,481,54
717,Pat Scading,New Castle,489,107
718,Barri McCraw,Old Gate,729,804
719,Wendeline Trosdall,Cascade,956,62
720,Sheff Verrillo,Dunning,61,496
721,Cherrita McCullen,Banding,437,990
722,Babita Yitzhakov,Old Gate,400,922
723,Catherina Mewton,Bultman,432,384
724,Rosina Bim,Spohn,728,898
725,Jewell Caple,Scoville,723,585
726,Artemis Sebring,Merrick,973,291
727,Clarence Avard,Fallview,590,168
728,Dougie Chesworth,Roxbury,249,427
729,Catlin Huitson,Jackson,910,434
730,Goober Loiterton,Lunder,933,493
731,Percy MacIlriach,Clyde Gallagher,166,135
732,Chris Pasquale,Anhalt,238,308
733,Gardie Iliff,Clemons,847,208
734,Adella Brodnecke,Merchant,800,630
735,Doralyn Rowen,Oxford,442,507
736,Kennedy Awcoate,Northwestern,310,348
737,Marlo Gantzer,Duke,307,253
738,Tiffany Meeny,Stephen,615,622
739,Edd Foxten,Fremont,381,934
740,Dev Pautard,Grim,660,625
741,Alexandro Matejka,Hanson,915,78
742,Derron Greensitt,Mifflin,609,769
743,Melba Minchindon,Ramsey,396,376
744,Gertrude Filipiak,Kipling,170,846
745,Maisey Gideon,Little Fleur,392,65
746,Darby Quincey,La Follette,612,786
747,Marsha McCrae,Manley,487,440
748,Nathalie Plinck,Lakewood Gardens,944,381
749,Borden Tackes,Summit,363,118
750,Alaster Blackham,Sugar,463,479
751,Wally Slatter,4th,898,385
752,Carolynn Wheal,Meadow Vale,627,48
753,Stephan Gounin,Morrow,904,790
754,Harwell Grishukhin,Westport,7,835
755,Celka Lewknor,Comanche,985,295
756,Elliott Hamlington,Stang,918,114
757,Eustace McShirie,Victoria,760,588
758,Jamie Lody,Pennsylvania,83,545
759,Nanny Sorey,Spaight,851,577
760,Michele Santen,Oriole,790,763
761,Glenn Hayland,Dapin,411,187
762,Kai Templar,Basil,232,949
763,Elset Shanley,Helena,169,916
764,Ulberto Potter,Lawn,469,375
765,Dorine Double,Rockefeller,650,292
766,Mitchel Brocking,Grasskamp,946,439
767,Jennee Tonsley,Manitowish,629,840
768,Jud Menego,Fuller,182,784
769,Johan Squire,American,883,785
770,Keelia De la Zenne,Delaware,724,82
771,Gauthier Trotton,Basil,151,895
772,Loren Gallemore,Donald,968,128
773,June Cattanach,Butternut,165,756
774,Kimberli Tiner,Little Fleur,556,177
775,Andre Mallam,Eagan,39,26
776,Twyla Marshland,Summerview,484,769
777,Normie Cordery,Sommers,855,694
778,Jobina Brumfield,Mendota,172,574
779,Stillman Congreave,Shoshone,983,997
780,Peyton O'Devey,Holmberg,117,140
781,Andros Alfonsini,Dayton,892,744
782,Minni Wellsman,Cambridge,659,690
783,Carly Peacocke,Mariners Cove,283,408
784,Banky Clews,Marquette,232,470
785,Sherline Tomlins,Ludington,545,467
786,Tripp Bezzant,Hansons,314,115
787,Riva Bertouloume,Gale,166,662
788,Leslie Inold,Armistice,869,256
789,Sandi Colvine,Commercial,385,346
790,Burke Emms,Aberg,646,109
791,Halie Glavis,Cambridge,802,490
792,Ardra Cratere,Ronald Regan,619,786
793,Anissa Mc Dermid,Carpenter,712,245
794,Dallis Giamuzzo,Butterfield,837,50
795,Buddy Torvey,Gulseth,922,419
796,Jemmie Hateley,David,452,399
797,Garv Brushneen,Mariners Cove,928,50
798,Thalia Betje,Bartelt,853,236
799,Calvin MacCambridge,Sunbrook,810,39
800,Doria Sarra,Grayhawk,976,21
801,Iorgo Clemenceau,Grover,703,647
802,Violetta Barrabeale,Spenser,823,177
803,Town Uc,Delaware,249,643
804,Darci Elder,Schurz,237,934
805,Evin Meachen,Rowland,960,262
806,Burr Geffinger,Scott,245,350
807,Thomasin Crabbe,Cherokee,94,38
808,Yasmin Matusevich,Village,135,982
809,Phillis Kleinplatz,Loeprich,42,506
810,Liana Vinecombe,Farragut,265,398
811,Harley O'Grady,Golf View,897,406
812,Ingemar Littleover,Hoepker,216,4
813,Rosaleen Brownbridge,Dwight,63,847
814,Sunny Bonnefin,Armistice,715,127
815,Hobey Rotter,Bunting,806,521
816,Fleur Dalston,Walton,991,438
817,Lizabeth Netley,Ilene,831,338
818,Myra Jaffray,Kenwood,412,385
819,Jerrome Dobrowolski,Gerald,608,329
820,Natale Laffoley-Lane,Oxford,505,394
821,Mora Aspinal,Carioca,847,619
822,Tish Eshelby,Ohio,167,100
823,Hieronymus Earpe,Derek,793,200
824,Harald Folbige,Johnson,384,498
825,Willey Faragher,Beilfuss,311,762
826,Zane Trouel,Cottonwood,485,660
827,Tate Flello,Moose,799,10
828,Jimmie Odom,Katie,307,673
829,Ardene Gehricke,Mifflin,555,850
830,Leonhard Annell,International,461,487
831,Felix Coulson,Jackson,477,145
832,Haily Morstatt,Evergreen,486,481
833,Paxon Meighan,Loomis,313,461
834,Avery Durek,Linden,125,484
835,Guillermo Yushachkov,Petterle,704,57
836,Katy Cotter,Merchant,187,340
837,Durante Leward,Talisman,949,569
838,Denis Balk,Jenna,161,858
839,Rina Ivett,Commercial,768,894
840,Bradly Goricke,South,417,332
841,Zabrina Grunnill,Myrtle,816,74
842,Nikkie Andreutti,Ryan,620,134
843,Efrem Suff,David,771,443
844,Jocelyn Dradey,Ohio,407,887
845,Maximo Kingzeth,Crescent Oaks,620,686
846,Angelle Reichartz,Boyd,848,639
847,Gabbey Broy,Carberry,163,854
848,Kathy Hopewell,Moulton,917,148
849,Patricio Dolden,Harbort,249,232
850,Kaspar d'Arcy,Redwing,55,468
851,Alfie Scales,Russell,831,983
852,Farlee Biset,Kedzie,517,209
853,Melisse Handling,Bayside,13,782
854,Normie Ovesen,Westport,197,593
855,Jacquie Kellick,Golden Leaf,321,287
856,Lorna Gwyther,Heath,84,51
857,Jeanine Gillyett,Arapahoe,627,838
858,Delmar Cremen,Bartillon,149,310
859,Lucien Espino,Tennyson,389,826
860,Daffy Pindred,Moose,318,515
861,Evelina Frears,American,678,965
862,Brook Stockport,Vidon,662,707
863,Bronson Damrel,Fallview,597,23
864,Den Walenta,Scoville,516,958
865,Georgie Jerche,Lakeland,578,729
866,Shanan Vines,Maywood,272,921
867,Rabi Oakden,Judy,647,807
868,Denys Kob,Melvin,889,36
869,Mariel Simmank,Spaight,329,54
870,Marni Gollin,Little Fleur,221,901
871,Wynny Pestor,4th,542,867
872,Joye Bentote,Messerschmidt,60,988
873,Pippo Royall,Fairfield,552,585
874,Thedric Kermeen,Knutson,861,879
875,Ariel Giorgetti,Goodland,181,596
876,Ky Barthram,Valley Edge,996,568
877,Deeann Warcop,Manitowish,563,256
878,Melanie Roberts,Cottonwood,569,919
879,Alan Twelves,Esker,745,118
880,Laraine Limming,Dawn,217,545
881,Percy Mantrup,Anthes,226,518
882,Jeremias Fry,Myrtle,181,659
883,Milissent Braidley,Westerfield,863,22
884,Bob McMains,Trailsway,715,768
885,Mortie Vallintine,Superior,760,857
886,La verne Dalgliesh,Crescent Oaks,905,416
887,Luigi Burree,Oneill,859,435
888,Malorie Krier,Mosinee,781,108
889,Poppy Blunsom,Mendota,707,806
890,Omar Gillard,Anhalt,878,716
891,Jedidiah Worster,Golf View,382,608
892,Talbot Riseley,American Ash,38,177
893,Kissie Challener,Maple,74,637
894,Jackelyn Bouldstridge,Haas,399,577
895,Lauretta Connue,Barby,310,693
896,Gayleen Ramirez,Spohn,384,685
897,Cyrill Whardley,Transport,661,620
898,Marcelia Berends,Bellgrove,201,903
899,Wyn Artiss,Macpherson,779,8
900,Lorene Halworth,Sheridan,246,485
901,Darsie Hadcroft,Talmadge,614,853
902,Roxi Clubb,Londonderry,35,171
903,Tory Petzold,Melvin,321,664
904,Guss Crowter,Grayhawk,321,777
905,Danella Abele,Transport,396,286
906,Gwendolyn Klimaszewski,Crest Line,807,559
907,Tabb Wardle,Saint Paul,735,483
908,Kaja Landal,Kipling,298,75
909,Claybourne Camolli,Charing Cross,80,347
910,Anna-maria Scoullar,Raven,474,282
911,Iago Ferruzzi,Scott,351,991
912,Francois Grinyov,Kipling,406,784
913,Eliot Levesley,Park Meadow,415,947
914,Alfie Vinnick,Fulton,31,666
915,Petrina Cossentine,Hagan,492,115
916,Vasilis Stote,Trailsway,311,58
917,Wyatan Bellson,Ohio,871,761
918,Tedi McLemon,Northwestern,569,107
919,Dollie Windram,Kim,960,15
920,Ermengarde Osburn,Hansons,112,786
921,Jacqui Aubery,Elmside,483,352
922,Gan Maciaszek,Banding,682,485
923,Glen Wylam,Dexter,132,973
924,Templeton Backwell,Northport,358,978
925,Lavena Vedyasov,Almo,148,825
926,Rozina Coulson,Bowman,646,937
927,Merna Ogbourne,Kropf,437,672
928,Katerina Gingle,Debra,469,833
929,Tera Winsley,Schiller,632,104
930,Denyse Mertsching,2nd,415,280
931,Winn Dudding,Paget,73,635
932,Hansiain Lill,Spohn,493,817
933,Karee Blacklock,Transport,93,558
934,Ced Kirtland,Dennis,563,168
935,Chester Glanton,Lakewood,860,849
936,Deny Metcalf,Karstens,749,351
937,Berny Stapleton,Esker,185,779
938,Waldo Ricioppo,Merry,474,532
939,Merrill Pitman,Village Green,344,368
940,Tess McDuall,Red Cloud,409,663
941,Ryun Gadaud,Eagle Crest,377,647
942,Maegan Bon,Briar Crest,444,741
943,Bealle Fishbourne,High Crossing,717,642
944,Desmond Goalley,Anhalt,172,447
945,Auria Stubbins,Randy,238,145
946,Rustie Zapater,Mesta,518,282
947,Ewell Carragher,Continental,918,181
948,Richard Sangster,Kedzie,845,104
949,Gayle Littlekit,Prairieview,423,827
950,Demetri Benns,Karstens,191,251
951,Allyn Skinner,Shelley,797,976
952,Luca Blaxall,Artisan,34,782
953,Cacilia Lawrey,Memorial,863,185
954,Shurlock O'Sculley,Orin,785,408
955,Ramsey Lawful,Grasskamp,135,505
956,Eleni Kelshaw,Stang,229,299
957,Orland Fairholme,Oxford,795,399
958,Zelig Emblow,Annamark,556,820
959,Tonya Musso,Rockefeller,641,836
960,Rochell Makin,Hazelcrest,41,302
961,Taddeusz Blatcher,Park Meadow,53,999
962,Blakeley Vile,Erie,536,133
963,Claiborne Rehor,Cottonwood,313,451
964,Drusi Blampey,American,469,742
965,Tynan Grishankov,Mitchell,317,742
966,Cordy Hughland,Oneill,92,565
967,Bab Smedley,Sutherland,442,166
968,Archambault Antonoyev,Pennsylvania,767,37
969,Coretta Roussel,Dayton,574,735
970,Mei Maudson,Red Cloud,467,94
971,Dorette Southorn,Iowa,673,786
972,Aldin Neicho,Paget,500,252
973,Eudora Durbann,East,82,612
974,Travers Shilleto,Sloan,779,899
975,Wolfy Shephard,Shasta,878,210
976,Chaunce Clemencet,4th,624,631
977,Alphonso Sleit,Springs,211,659
978,Reinhold Pethrick,Memorial,426,251
979,Dore Guthrie,John Wall,132,477
980,Von Gentiry,Anhalt,494,73
981,Cate Columbell,Di Loreto,249,268
982,Norrie Lints,Kipling,666,777
983,Josh Braker,Lindbergh,380,788
984,Lolly Dolman,4th,482,169
985,Charleen Glasbey,Ludington,48,581
986,Barbra Rubbens,Oxford,653,995
987,Byran Negro,Mcbride,101,895
988,Valenka Kneller,Reindahl,243,534
989,Tabina Burke,Leroy,589,31
990,Kassia Splaven,Forest Dale,261,297
991,Allister Prest,Artisan,580,642
992,Prudi Spellacy,Emmet,112,369
993,Vinita Jackson,Kipling,607,844
994,Noelyn Dungay,Fordem,324,74
995,Darda Jedrzejewsky,Lake View,979,563
996,Ardene Tremeer,Tennessee,249,322
997,Sapphire Maidens,Heffernan,115,680
998,Alvera Dulanty,Ilene,28,871
999,Dunc Scandwright,Cambridge,471,91
1000,Delphinia Heather,Butternut,156,602
